payment_id,deterministic_exception,ai_prediction,ai_confidence,confidence_percent,confidence_band,second_prediction,second_confidence,ai_agrees_with_engine,disagreement_reason,review_category,review_priority,controller_decision,automated,human_review_required,actual_exception,deterministic_correct,ai_correct,settlement_exists,bank_transaction_exists,bank_transaction_count,bank_amount_difference,date_difference,date_within_tolerance,utr_present,utr_match_evidence,matching_utr_count,duplicate_evidence,fee_difference,tax_difference,net_difference
PAY0048,NO_EXCEPTION,NO_EXCEPTION,0.9975,99.75,HIGH,BANK_AMOUNT_MISMATCH,0.0025,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0049,NO_EXCEPTION,NO_EXCEPTION,0.9989,99.89,HIGH,BANK_AMOUNT_MISMATCH,0.0011,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0050,NO_EXCEPTION,NO_EXCEPTION,0.994,99.4,HIGH,BANK_AMOUNT_MISMATCH,0.0059,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0051,NO_EXCEPTION,NO_EXCEPTION,0.994,99.4,HIGH,BANK_AMOUNT_MISMATCH,0.0059,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0052,NO_EXCEPTION,NO_EXCEPTION,0.9973,99.73,HIGH,BANK_AMOUNT_MISMATCH,0.0026,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0053,NO_EXCEPTION,NO_EXCEPTION,0.9975,99.75,HIGH,BANK_AMOUNT_MISMATCH,0.0025,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0054,NO_EXCEPTION,NO_EXCEPTION,0.9995,99.95,HIGH,BANK_AMOUNT_MISMATCH,0.0005,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0055,NO_EXCEPTION,NO_EXCEPTION,0.9997,99.97,HIGH,BANK_AMOUNT_MISMATCH,0.0003,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0056,NO_EXCEPTION,NO_EXCEPTION,0.9997,99.97,HIGH,BANK_AMOUNT_MISMATCH,0.0003,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0057,NO_EXCEPTION,NO_EXCEPTION,0.9989,99.89,HIGH,BANK_AMOUNT_MISMATCH,0.0011,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0058,NO_EXCEPTION,NO_EXCEPTION,0.9976,99.76,HIGH,BANK_AMOUNT_MISMATCH,0.0024,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0059,NO_EXCEPTION,NO_EXCEPTION,0.994,99.4,HIGH,BANK_AMOUNT_MISMATCH,0.0059,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0060,NO_EXCEPTION,NO_EXCEPTION,0.9999,99.99,HIGH,BANK_AMOUNT_MISMATCH,0.0001,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0061,NO_EXCEPTION,NO_EXCEPTION,0.9976,99.76,HIGH,BANK_AMOUNT_MISMATCH,0.0024,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0062,NO_EXCEPTION,NO_EXCEPTION,0.9976,99.76,HIGH,BANK_AMOUNT_MISMATCH,0.0024,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0063,NO_EXCEPTION,NO_EXCEPTION,0.9984,99.84,HIGH,BANK_AMOUNT_MISMATCH,0.0015,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0064,NO_EXCEPTION,NO_EXCEPTION,0.9994,99.94,HIGH,BANK_AMOUNT_MISMATCH,0.0006,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0065,NO_EXCEPTION,NO_EXCEPTION,0.9984,99.84,HIGH,BANK_AMOUNT_MISMATCH,0.0015,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0066,NO_EXCEPTION,NO_EXCEPTION,0.994,99.4,HIGH,BANK_AMOUNT_MISMATCH,0.0059,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0067,NO_EXCEPTION,NO_EXCEPTION,0.9973,99.73,HIGH,BANK_AMOUNT_MISMATCH,0.0026,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0068,NO_EXCEPTION,NO_EXCEPTION,0.9999,99.99,HIGH,BANK_AMOUNT_MISMATCH,0.0001,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0069,MISSING_SETTLEMENT,MISSING_SETTLEMENT,0.8564,85.64,MEDIUM,NO_EXCEPTION,0.1429,1,AI_AGREES_WITH_ENGINE,CONFIRMED_EXCEPTION,HIGH,REVIEW RECOMMENDED,0,0,MISSING_SETTLEMENT,1,1,0,0,0,0.0,0,1,0,0,0,0,15.0,2.7,732.3
PAY0070,NO_EXCEPTION,NO_EXCEPTION,0.9995,99.95,HIGH,BANK_AMOUNT_MISMATCH,0.0005,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0071,NO_EXCEPTION,NO_EXCEPTION,0.9989,99.89,HIGH,BANK_AMOUNT_MISMATCH,0.0011,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0072,NO_EXCEPTION,NO_EXCEPTION,0.9973,99.73,HIGH,BANK_AMOUNT_MISMATCH,0.0026,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0073,DUPLICATE_BANK_TRANSACTION,DUPLICATE_BANK_TRANSACTION,0.9996,99.96,HIGH,NO_EXCEPTION,0.0004,1,AI_AGREES_WITH_ENGINE,CONFIRMED_EXCEPTION,MEDIUM,AUTO-CLASSIFIED EXCEPTION,1,0,DUPLICATE_BANK_TRANSACTION,1,1,1,1,2,0.0,0,1,1,1,2,1,0.0,0.0,0.0
PAY0074,NO_EXCEPTION,NO_EXCEPTION,0.9999,99.99,HIGH,BANK_AMOUNT_MISMATCH,0.0001,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0075,NO_EXCEPTION,NO_EXCEPTION,0.9995,99.95,HIGH,BANK_AMOUNT_MISMATCH,0.0005,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0076,NO_EXCEPTION,NO_EXCEPTION,0.9995,99.95,HIGH,BANK_AMOUNT_MISMATCH,0.0005,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0077,NO_EXCEPTION,NO_EXCEPTION,0.9973,99.73,HIGH,BANK_AMOUNT_MISMATCH,0.0026,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0078,NO_EXCEPTION,NO_EXCEPTION,0.9995,99.95,HIGH,BANK_AMOUNT_MISMATCH,0.0005,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0079,NO_EXCEPTION,NO_EXCEPTION,0.9975,99.75,HIGH,BANK_AMOUNT_MISMATCH,0.0025,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0080,NO_EXCEPTION,NO_EXCEPTION,0.9989,99.89,HIGH,BANK_AMOUNT_MISMATCH,0.0011,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
